No;id;time;Y;D;X1;X2;eff;error;mu;alpha;xi;F1;L1;F2;L2
248;109;8;16.90267387;0;3.02248743;2.804191475;0;0.653257679;5;0.686798311;-1.572144159;0.58461375;0.178176117;0.435181491;1.368477267
249;109;9;6.074558833;0;1.030015124;0.473027937;0;-0.122708661;5;0.686798311;-1.514667654;0.123854244;0.178176117;-0.325931586;1.368477267
250;109;10;15.13564754;0;2.674954472;2.392838236;0;-0.413676514;5;0.686798311;-1.601536174;0.215941569;0.178176117;1.148807618;1.368477267
251;109;11;14.52813018;0;3.665800947;2.307452089;0;-2.643148952;5;0.686798311;-0.530906522;0.379639483;0.178176117;0.993503856;1.368477267
252;109;12;7.62948143;0;1.942339606;0.298024462;0;-0.092941018;5;0.686798311;-1.461755585;-0.502323453;0.178176117;0.54839696;1.368477267
253;109;13;12.47447905;0;0.645343757;1.585602054;0;0.430284696;5;0.686798311;0.687916773;-0.333207384;0.178176117;0.238731735;1.368477267
254;109;14;10.06749793;0;-0.015746392;0.933899742;0;0.535398841;5;0.686798311;2.100108941;-1.018575383;0.178176117;-0.627906076;1.368477267
255;109;15;17.42952175;0;2.980541079;2.977812279;0;-0.555278351;5;0.686798311;-1.287030476;-1.071791226;0.178176117;1.360652449;1.368477267
256;109;16;12.81289716;0;-1.407146745;2.244454628;0;1.77950291;5;0.686798311;0.787738847;0.303528641;0.178176117;-0.600259587;1.368477267
257;109;17;20.82128446;0;4.677381297;2.109487479;0;0.28642442;5;0.686798311;0.769042241;0.448209779;0.178176117;2.187332993;1.368477267
258;109;18;19.88374993;0;1.269310404;3.454111962;0;0.126315858;5;0.686798311;0.332202579;0.053004227;0.178176117;1.532610626;1.368477267
259;109;19;13.88238861;0;1.501123912;2.196266922;0;1.272266779;5;0.686798311;-1.008376608;0.922267468;0.178176117;-0.235700359;1.368477267
260;109;20;7.48068763;0;0.932541545;0.912874714;0;-0.718466221;5;0.686798311;-0.119452607;2.050084686;0.178176117;-1.0264209;1.368477267
261;109;21;9.222731713;0;1.84954077;1.158930617;1.578400489;-0.450338624;5;0.686798311;-0.280395335;-0.491031166;0.178176117;-0.710406564;1.368477267
262;109;22;7.907162751;0;1.032491756;-0.570890034;3.355417769;2.39745248;5;0.686798311;0.562989533;-2.309168876;0.178176117;0.256883709;1.368477267
263;109;23;11.901131;0;1.599167321;1.71162286;3.489112201;0.011129187;5;0.686798311;-0.372438756;1.005738524;0.178176117;-0.246691878;1.368477267
264;109;24;2.292221022;0;1.519629922;-2.307594078;3.088143476;1.633568421;5;0.686798311;0.976973387;-0.709200763;0.178176117;-0.347542599;1.368477267
265;109;25;3.615332123;0;-0.562685546;0.576387313;6.614477469;-1.438506645;5;0.686798311;-0.374580858;-0.688008616;0.178176117;-0.951618567;1.368477267
266;109;26;18.04832023;0;1.496456854;3.293919165;5.836273334;-0.190516802;5;0.686798311;1.052711466;1.02557137;0.178176117;-0.045027725;1.368477267
267;109;27;11.9219756;0;1.734396555;2.098799169;7.178738702;0.378423904;5;0.686798311;-1.049177007;-0.284773007;0.178176117;-0.784904469;1.368477267
268;109;28;-7.410989264;0;0.097950373;-3.245192628;7.950761371;0.300038545;5;0.686798311;-1.260155245;-1.220717712;0.178176117;-1.667941937;1.368477267
269;109;29;12.13543395;0;-0.182577821;1.627945729;8.784199276;-1.00563626;5;0.686798311;3.241039935;0.18130348;0.178176117;-0.38022652;1.368477267
270;109;30;14.90338854;0;2.836085447;1.848408085;10.08097708;0.019259275;5;0.686798311;-0.416857588;-0.138891362;0.178176117;0.918996609;1.368477267
271;110;1;8.593456281;0;-0.479399205;0.873182362;0;-1.077420653;5;1.439970017;1.131337213;0.253318514;-0.150290966;0.005764186;-0.434873701
272;110;2;1.727117096;0;0.262952444;-1.354870208;0;0.712703325;5;1.439970017;-1.460640071;-0.028546755;-0.150290966;0.385280401;-0.434873701
273;110;3;14.13493938;0;2.045063266;1.219183383;0;1.08477509;5;1.439970017;0.739947511;-0.042870457;-0.150290966;-0.370660032;-0.434873701
274;110;4;6.262959898;0;-1.13704712;0.587277367;0;-2.224987696;5;1.439970017;1.909103569;1.368602284;-0.150290966;0.644376549;-0.434873701
275;110;5;8.93244782;0;-0.971962171;1.180941509;0;1.235693462;5;1.439970017;-1.443893161;-0.225770986;-0.150290966;-0.220486562;-0.434873701
276;110;6;10.77493058;0;2.431047107;0.938456234;0;-1.241044497;5;1.439970017;0.701784335;1.516470604;-0.150290966;0.331781964;-0.434873701
277;110;7;4.971689229;0;-0.196173842;-0.406818613;0;0.454769269;5;1.439970017;-0.262197489;-1.548752804;-0.150290966;1.096839013;-0.434873701
278;110;8;11.37432165;0;2.213809087;1.303298404;0;0.659902638;5;1.439970017;-1.572144159;0.58461375;-0.150290966;0.435181491;-0.434873701
279;110;9;9.924502243;0;0.696501748;1.45982102;0;-0.199889828;5;1.439970017;-1.514667654;0.123854244;-0.150290966;-0.325931586;-0.434873701
280;110;10;7.967517086;0;1.356651665;0.983195274;0;-0.645113957;5;1.439970017;-1.601536174;0.215941569;-0.150290966;1.148807618;-0.434873701
281;110;11;11.90963159;0;1.765721016;1.519543714;0;0.165321021;5;1.439970017;-0.530906522;0.379639483;-0.150290966;0.993503856;-0.434873701
282;110;12;6.345732001;0;0.132520971;0.319722212;0;0.438818701;5;1.439970017;-1.461755585;-0.502323453;-0.150290966;0.54839696;-0.434873701
283;110;13;14.72014054;0;0.498628951;2.088020689;0;0.88330282;5;1.439970017;0.687916773;-0.333207384;-0.150290966;0.238731735;-0.434873701
284;110;14;8.045509383;0;0.240062557;0.297187445;0;-2.052336984;5;1.439970017;2.100108941;-1.018575383;-0.150290966;-0.627906076;-0.434873701
285;110;15;7.005491152;0;3.526692701;0.130956535;0;-1.636379268;5;1.439970017;-1.287030476;-1.071791226;-0.150290966;1.360652449;-0.434873701
286;110;16;15.6733995;0;1.013382914;1.928828627;0;1.430402341;5;1.439970017;0.787738847;0.303528641;-0.150290966;-0.600259587;-0.434873701
287;110;17;15.06773975;0;1.476107212;2.11818897;0;1.046628847;5;1.439970017;0.769042241;0.448209779;-0.150290966;2.187332993;-0.434873701
288;110;18;11.88575077;0;0.57212995;1.593539128;0;0.435288949;5;1.439970017;0.332202579;0.053004227;-0.150290966;1.532610626;-0.434873701
289;110;19;10.55957785;0;0.765505678;1.22780298;0;0.715178407;5;1.439970017;-1.008376608;0.922267468;-0.150290966;-0.235700359;-0.434873701
290;110;20;18.25436682;0;2.557506573;2.773637889;0;0.917174918;5;1.439970017;-0.119452607;2.050084686;-0.150290966;-1.0264209;-0.434873701
291;110;21;3.489447174;0;0.405833071;-0.265924153;-0.030552737;-2.660922798;5;1.439970017;-0.280395335;-0.491031166;-0.150290966;-0.710406564;-0.434873701
292;110;22;13.61523885;0;0.47844147;1.59607516;3.153211302;1.110277097;5;1.439970017;0.562989533;-2.309168876;-0.150290966;0.256883709;-0.434873701
293;110;23;15.1449485;0;1.398495857;2.735927528;3.646328885;-0.484987597;5;1.439970017;-0.372438756;1.005738524;-0.150290966;-0.246691878;-0.434873701
294;110;24;10.51092799;0;0.28666105;0.772994369;4.078828555;0.230616831;5;1.439970017;0.976973387;-0.709200763;-0.150290966;-0.347542599;-0.434873701
295;110;25;12.81337578;0;2.661483877;1.288141725;5.94540573;-0.295157801;5;1.439970017;-0.374580858;-0.688008616;-0.150290966;-0.951618567;-0.434873701
296;110;26;12.75701417;0;-0.396891237;1.641270569;4.777851209;0.871964954;5;1.439970017;1.052711466;1.02557137;-0.150290966;-0.045027725;-0.434873701
297;110;27;14.13191679;0;2.789649005;1.971938033;8.085128964;-0.348472449;5;1.439970017;-1.049177007;-0.284773007;-0.150290966;-0.784904469;-0.434873701
298;110;28;6.022891833;0;0.234355495;-0.272863042;8.212001874;0.518503766;5;1.439970017;-1.260155245;-1.220717712;-0.150290966;-1.667941937;-0.434873701
299;110;29;16.96478221;0;2.23014884;1.768735386;9.503221027;-0.390684979;5;1.439970017;3.241039935;0.18130348;-0.150290966;-0.38022652;-0.434873701
300;110;30;0.862927172;0;-1.139828936;-0.849598591;9.544288006;-1.092787209;5;1.439970017;-0.416857588;-0.138891362;-0.150290966;0.918996609;-0.434873701
301;111;1;22.56422889;0;2.761563463;3.882386387;0;1.21001051;5;0.409980678;1.131337213;0.253318514;1.582517129;0.005764186;0.571975812
302;111;2;10.88946522;0;2.591835582;1.144064558;0;0.740900011;5;0.409980678;-1.460640071;-0.028546755;1.582517129;0.385280401;0.571975812
303;111;3;10.5558076;0;0.024097739;0.979123745;0;1.724262239;5;0.409980678;0.739947511;-0.042870457;1.582517129;-0.370660032;0.571975812
304;111;4;23.16325468;0;2.540746244;3.567955299;0;0.065153933;5;0.409980678;1.909103569;1.368602284;1.582517129;0.644376549;0.571975812
305;111;5;5.791716025;0;1.378883978;-0.064952928;0;1.125002746;5;0.409980678;-1.443893161;-0.225770986;1.582517129;-0.220486562;0.571975812
306;111;6;24.21391638;0;4.439327789;3.032597517;0;1.975419054;5;0.409980678;0.701784335;1.516470604;1.582517129;0.331781964;0.571975812
307;111;7;4.516655872;0;-0.252135745;0.575351;0;-0.281482115;5;0.409980678;-0.262197489;-1.548752804;1.582517129;1.096839013;0.571975812
308;111;8;11.9673688;0;2.156483326;2.040641837;0;-1.322951113;5;0.409980678;-1.572144159;0.58461375;1.582517129;0.435181491;0.571975812
309;111;9;17.28733561;0;3.064239075;3.519186201;0;-0.239351567;5;0.409980678;-1.514667654;0.123854244;1.582517129;-0.325931586;0.571975812
310;111;10;7.622480407;0;1.251873993;0.592460582;0;-0.21404124;5;0.409980678;-1.601536174;0.215941569;1.582517129;1.148807618;0.571975812
311;111;11;16.69715815;0;3.414226131;2.361043734;0;0.151680505;5;0.409980678;-0.530906522;0.379639483;1.582517129;0.993503856;0.571975812
312;111;12;14.40260956;0;1.758276965;2.488356064;0;1.712304977;5;0.409980678;-1.461755585;-0.502323453;1.582517129;0.54839696;0.571975812
313;111;13;7.045189067;0;0.213810988;0.483460712;0;-0.326143893;5;0.409980678;0.687916773;-0.333207384;1.582517129;0.238731735;0.571975812
314;111;14;5.393204311;0;-0.526395011;0.002521709;0;0.373004656;5;0.409980678;2.100108941;-1.018575383;1.582517129;-0.627906076;0.571975812
315;111;15;14.19814945;0;1.935182209;3.095189595;0;-0.227684065;5;0.409980678;-1.287030476;-1.071791226;1.582517129;1.360652449;0.571975812
316;111;16;7.133870798;0;1.781902586;-0.334402444;0;0.020450709;5;0.409980678;0.787738847;0.303528641;1.582517129;-0.600259587;0.571975812
317;111;17;20.17862463;0;4.602807815;2.374111672;0;0.314057664;5;0.409980678;0.769042241;0.448209779;1.582517129;2.187332993;0.571975812
318;111;18;13.49498501;0;1.813491139;1.216866538;0;1.328214696;5;0.409980678;0.332202579;0.053004227;1.582517129;1.532610626;0.571975812
319;111;19;15.51212644;0;0.658121897;3.002130978;0;0.121318377;5;0.409980678;-1.008376608;0.922267468;1.582517129;-0.235700359;0.571975812
320;111;20;19.60258709;0;4.17096921;2.257013761;0;0.71284232;5;0.409980678;-0.119452607;2.050084686;1.582517129;-1.0264209;0.571975812
321;111;21;8.106093967;0;0.037941883;1.114369105;0.217706413;0.77886003;5;0.409980678;-0.280395335;-0.491031166;1.582517129;-0.710406564;0.571975812
322;111;22;-1.349231459;0;-0.607791545;-1.373938455;1.45379695;0.914773271;5;0.409980678;0.562989533;-2.309168876;1.582517129;0.256883709;0.571975812
323;111;23;16.98964206;0;4.172675038;2.301107665;4.036253046;-0.574394552;5;0.409980678;-0.372438756;1.005738524;1.582517129;-0.246691878;0.571975812
324;111;24;11.4664905;0;0.363469185;1.470098117;5.090776655;1.626881214;5;0.409980678;0.976973387;-0.709200763;1.582517129;-0.347542599;0.571975812
325;111;25;6.230610756;0;1.861727655;0.449176081;6.554872398;-0.380956739;5;0.409980678;-0.374580858;-0.688008616;1.582517129;-0.951618567;0.571975812
326;111;26;11.36437702;0;1.485234242;0.641668438;5.938002795;-0.105784168;5;0.409980678;1.052711466;1.02557137;1.582517129;-0.045027725;0.571975812
327;111;27;7.468704638;0;1.746912836;0.285514132;6.243943557;1.404050268;5;0.409980678;-1.049177007;-0.284773007;1.582517129;-0.784904469;0.571975812
328;111;28;2.439839735;0;-0.379657032;0.087138854;9.472466174;1.294083906;5;0.409980678;-1.260155245;-1.220717712;1.582517129;-1.667941937;0.571975812
329;111;29;18.56857853;0;0.786838681;3.38375854;7.448055105;-1.089991872;5;0.409980678;3.241039935;0.18130348;1.582517129;-0.38022652;0.571975812
330;111;30;7.34770052;0;0.606563544;0.771746338;9.841114622;-0.873071;5;0.409980678;-0.416857588;-0.138891362;1.582517129;0.918996609;0.571975812
